id,title,description,servings,time_minutes,difficulty,category,tags,image,image_prompt
halloumi-med-rostad-potatis-och-graddsas,Halloumi med rostad potatis och gräddsås,"En tydlig vardagstallrik med halloumi, rostad potatis och gräddsås.",4,40,easy,vegetariskt,"vardag, familj, vegetariskt",/seed-recipes/images/halloumi-med-rostad-potatis-och-graddsas.png,"halloumi with roasted potatoes, cream sauce, peppers, red onion and salad, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
halloumi-med-rostad-potatis-och-citronsas,Halloumi med rostad potatis och citronsås,"En tydlig vardagstallrik med halloumi, rostad potatis och citronsås.",4,40,easy,vegetariskt,"vardag, familj, vegetariskt",/seed-recipes/images/halloumi-med-rostad-potatis-och-citronsas.png,"halloumi with roasted potatoes, lemon yogurt sauce, peas and lemon, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
halloumi-med-pasta-och-kall-ortsas,Halloumi med pasta och kall örtsås,"En tydlig vardagstallrik med halloumi, pasta och kall örtsås.",4,30,easy,vegetariskt,"vardag, familj, vegetariskt",/seed-recipes/images/halloumi-med-pasta-och-kall-ortsas.png,"halloumi with pasta, cold herb sauce, cabbage and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
halloumi-med-pasta-och-vitlokssas,Halloumi med pasta och vitlökssås,"En tydlig vardagstallrik med halloumi, pasta och vitlökssås.",4,30,easy,vegetariskt,"vardag, familj, vegetariskt",/seed-recipes/images/halloumi-med-pasta-och-vitlokssas.png,"halloumi with pasta, garlic sauce, cucumber, tomato and corn, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
halloumi-med-pasta-och-tomatsalsa,Halloumi med pasta och tomatsalsa,"En tydlig vardagstallrik med halloumi, pasta och tomatsalsa.",4,30,easy,vegetariskt,"vardag, familj, vegetariskt",/seed-recipes/images/halloumi-med-pasta-och-tomatsalsa.png,"halloumi with pasta, tomato salsa, broccoli and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
halloumi-med-pasta-och-graddsas,Halloumi med pasta och gräddsås,"En tydlig vardagstallrik med halloumi, pasta och gräddsås.",4,30,easy,vegetariskt,"vardag, familj, vegetariskt",/seed-recipes/images/halloumi-med-pasta-och-graddsas.png,"halloumi with pasta, cream sauce, peppers, red onion and salad, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
halloumi-med-pasta-och-citronsas,Halloumi med pasta och citronsås,"En tydlig vardagstallrik med halloumi, pasta och citronsås.",4,30,easy,vegetariskt,"vardag, familj, vegetariskt",/seed-recipes/images/halloumi-med-pasta-och-citronsas.png,"halloumi with pasta, lemon yogurt sauce, peas and lemon, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
halloumi-med-bulgur-och-kall-ortsas,Halloumi med bulgur och kall örtsås,"En tydlig vardagstallrik med halloumi, bulgur och kall örtsås.",4,30,easy,vegetariskt,"vardag, familj, vegetariskt",/seed-recipes/images/halloumi-med-bulgur-och-kall-ortsas.png,"halloumi with bulgur, cold herb sauce, cabbage and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
halloumi-med-bulgur-och-vitlokssas,Halloumi med bulgur och vitlökssås,"En tydlig vardagstallrik med halloumi, bulgur och vitlökssås.",4,30,easy,vegetariskt,"vardag, familj, vegetariskt",/seed-recipes/images/halloumi-med-bulgur-och-vitlokssas.png,"halloumi with bulgur, garlic sauce, cucumber, tomato and corn, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
halloumi-med-bulgur-och-tomatsalsa,Halloumi med bulgur och tomatsalsa,"En tydlig vardagstallrik med halloumi, bulgur och tomatsalsa.",4,30,easy,vegetariskt,"vardag, familj, vegetariskt",/seed-recipes/images/halloumi-med-bulgur-och-tomatsalsa.png,"halloumi with bulgur, tomato salsa, broccoli and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
halloumi-med-bulgur-och-graddsas,Halloumi med bulgur och gräddsås,"En tydlig vardagstallrik med halloumi, bulgur och gräddsås.",4,30,easy,vegetariskt,"vardag, familj, vegetariskt",/seed-recipes/images/halloumi-med-bulgur-och-graddsas.png,"halloumi with bulgur, cream sauce, peppers, red onion and salad, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
halloumi-med-bulgur-och-citronsas,Halloumi med bulgur och citronsås,"En tydlig vardagstallrik med halloumi, bulgur och citronsås.",4,30,easy,vegetariskt,"vardag, familj, vegetariskt",/seed-recipes/images/halloumi-med-bulgur-och-citronsas.png,"halloumi with bulgur, lemon yogurt sauce, peas and lemon, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
halloumi-med-nudlar-och-kall-ortsas,Halloumi med nudlar och kall örtsås,"En tydlig vardagstallrik med halloumi, nudlar och kall örtsås.",4,30,easy,vegetariskt,"vardag, familj, vegetariskt",/seed-recipes/images/halloumi-med-nudlar-och-kall-ortsas.png,"halloumi with noodles, cold herb sauce, cabbage and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
halloumi-med-nudlar-och-vitlokssas,Halloumi med nudlar och vitlökssås,"En tydlig vardagstallrik med halloumi, nudlar och vitlökssås.",4,30,easy,vegetariskt,"vardag, familj, vegetariskt",/seed-recipes/images/halloumi-med-nudlar-och-vitlokssas.png,"halloumi with noodles, garlic sauce, cucumber, tomato and corn, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
halloumi-med-nudlar-och-tomatsalsa,Halloumi med nudlar och tomatsalsa,"En tydlig vardagstallrik med halloumi, nudlar och tomatsalsa.",4,30,easy,vegetariskt,"vardag, familj, vegetariskt",/seed-recipes/images/halloumi-med-nudlar-och-tomatsalsa.png,"halloumi with noodles, tomato salsa, broccoli and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
halloumi-med-nudlar-och-graddsas,Halloumi med nudlar och gräddsås,"En tydlig vardagstallrik med halloumi, nudlar och gräddsås.",4,30,easy,vegetariskt,"vardag, familj, vegetariskt",/seed-recipes/images/halloumi-med-nudlar-och-graddsas.png,"halloumi with noodles, cream sauce, peppers, red onion and salad, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
halloumi-med-nudlar-och-citronsas,Halloumi med nudlar och citronsås,"En tydlig vardagstallrik med halloumi, nudlar och citronsås.",4,30,easy,vegetariskt,"vardag, familj, vegetariskt",/seed-recipes/images/halloumi-med-nudlar-och-citronsas.png,"halloumi with noodles, lemon yogurt sauce, peas and lemon, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
falafel-med-ris-och-kall-ortsas,Falafel med ris och kall örtsås,"En tydlig vardagstallrik med falafel, ris och kall örtsås.",4,30,easy,vegetariskt,"vardag, familj, vegetariskt",/seed-recipes/images/falafel-med-ris-och-kall-ortsas.png,"falafel with rice, cold herb sauce, peas and lemon, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
falafel-med-ris-och-vitlokssas,Falafel med ris och vitlökssås,"En tydlig vardagstallrik med falafel, ris och vitlökssås.",4,30,easy,vegetariskt,"vardag, familj, vegetariskt",/seed-recipes/images/falafel-med-ris-och-vitlokssas.png,"falafel with rice, garlic sauce, cabbage and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
falafel-med-ris-och-tomatsalsa,Falafel med ris och tomatsalsa,"En tydlig vardagstallrik med falafel, ris och tomatsalsa.",4,30,easy,vegetariskt,"vardag, familj, vegetariskt",/seed-recipes/images/falafel-med-ris-och-tomatsalsa.png,"falafel with rice, tomato salsa, cucumber, tomato and corn, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
falafel-med-ris-och-graddsas,Falafel med ris och gräddsås,"En tydlig vardagstallrik med falafel, ris och gräddsås.",4,30,easy,vegetariskt,"vardag, familj, vegetariskt",/seed-recipes/images/falafel-med-ris-och-graddsas.png,"falafel with rice, cream sauce, broccoli and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
falafel-med-ris-och-citronsas,Falafel med ris och citronsås,"En tydlig vardagstallrik med falafel, ris och citronsås.",4,30,easy,vegetariskt,"vardag, familj, vegetariskt",/seed-recipes/images/falafel-med-ris-och-citronsas.png,"falafel with rice, lemon yogurt sauce, peppers, red onion and salad, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
falafel-med-potatis-och-kall-ortsas,Falafel med potatis och kall örtsås,"En tydlig vardagstallrik med falafel, potatis och kall örtsås.",4,30,easy,vegetariskt,"vardag, familj, vegetariskt",/seed-recipes/images/falafel-med-potatis-och-kall-ortsas.png,"falafel with boiled potatoes, cold herb sauce, peas and lemon, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
falafel-med-potatis-och-vitlokssas,Falafel med potatis och vitlökssås,"En tydlig vardagstallrik med falafel, potatis och vitlökssås.",4,30,easy,vegetariskt,"vardag, familj, vegetariskt",/seed-recipes/images/falafel-med-potatis-och-vitlokssas.png,"falafel with boiled potatoes, garlic sauce, cabbage and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
falafel-med-potatis-och-tomatsalsa,Falafel med potatis och tomatsalsa,"En tydlig vardagstallrik med falafel, potatis och tomatsalsa.",4,30,easy,vegetariskt,"vardag, familj, vegetariskt",/seed-recipes/images/falafel-med-potatis-och-tomatsalsa.png,"falafel with boiled potatoes, tomato salsa, cucumber, tomato and corn, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
falafel-med-potatis-och-graddsas,Falafel med potatis och gräddsås,"En tydlig vardagstallrik med falafel, potatis och gräddsås.",4,30,easy,vegetariskt,"vardag, familj, vegetariskt",/seed-recipes/images/falafel-med-potatis-och-graddsas.png,"falafel with boiled potatoes, cream sauce, broccoli and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
falafel-med-potatis-och-citronsas,Falafel med potatis och citronsås,"En tydlig vardagstallrik med falafel, potatis och citronsås.",4,30,easy,vegetariskt,"vardag, familj, vegetariskt",/seed-recipes/images/falafel-med-potatis-och-citronsas.png,"falafel with boiled potatoes, lemon yogurt sauce, peppers, red onion and salad, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
falafel-med-rostad-potatis-och-kall-ortsas,Falafel med rostad potatis och kall örtsås,"En tydlig vardagstallrik med falafel, rostad potatis och kall örtsås.",4,40,easy,vegetariskt,"vardag, familj, vegetariskt",/seed-recipes/images/falafel-med-rostad-potatis-och-kall-ortsas.png,"falafel with roasted potatoes, cold herb sauce, peas and lemon, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
falafel-med-rostad-potatis-och-vitlokssas,Falafel med rostad potatis och vitlökssås,"En tydlig vardagstallrik med falafel, rostad potatis och vitlökssås.",4,40,easy,vegetariskt,"vardag, familj, vegetariskt",/seed-recipes/images/falafel-med-rostad-potatis-och-vitlokssas.png,"falafel with roasted potatoes, garlic sauce, cabbage and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
falafel-med-rostad-potatis-och-tomatsalsa,Falafel med rostad potatis och tomatsalsa,"En tydlig vardagstallrik med falafel, rostad potatis och tomatsalsa.",4,40,easy,vegetariskt,"vardag, familj, vegetariskt",/seed-recipes/images/falafel-med-rostad-potatis-och-tomatsalsa.png,"falafel with roasted potatoes, tomato salsa, cucumber, tomato and corn, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
falafel-med-rostad-potatis-och-graddsas,Falafel med rostad potatis och gräddsås,"En tydlig vardagstallrik med falafel, rostad potatis och gräddsås.",4,40,easy,vegetariskt,"vardag, familj, vegetariskt",/seed-recipes/images/falafel-med-rostad-potatis-och-graddsas.png,"falafel with roasted potatoes, cream sauce, broccoli and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
falafel-med-rostad-potatis-och-citronsas,Falafel med rostad potatis och citronsås,"En tydlig vardagstallrik med falafel, rostad potatis och citronsås.",4,40,easy,vegetariskt,"vardag, familj, vegetariskt",/seed-recipes/images/falafel-med-rostad-potatis-och-citronsas.png,"falafel with roasted potatoes, lemon yogurt sauce, peppers, red onion and salad, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
falafel-med-pasta-och-kall-ortsas,Falafel med pasta och kall örtsås,"En tydlig vardagstallrik med falafel, pasta och kall örtsås.",4,30,easy,vegetariskt,"vardag, familj, vegetariskt",/seed-recipes/images/falafel-med-pasta-och-kall-ortsas.png,"falafel with pasta, cold herb sauce, peas and lemon, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
falafel-med-pasta-och-vitlokssas,Falafel med pasta och vitlökssås,"En tydlig vardagstallrik med falafel, pasta och vitlökssås.",4,30,easy,vegetariskt,"vardag, familj, vegetariskt",/seed-recipes/images/falafel-med-pasta-och-vitlokssas.png,"falafel with pasta, garlic sauce, cabbage and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
falafel-med-pasta-och-tomatsalsa,Falafel med pasta och tomatsalsa,"En tydlig vardagstallrik med falafel, pasta och tomatsalsa.",4,30,easy,vegetariskt,"vardag, familj, vegetariskt",/seed-recipes/images/falafel-med-pasta-och-tomatsalsa.png,"falafel with pasta, tomato salsa, cucumber, tomato and corn, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
falafel-med-pasta-och-graddsas,Falafel med pasta och gräddsås,"En tydlig vardagstallrik med falafel, pasta och gräddsås.",4,30,easy,vegetariskt,"vardag, familj, vegetariskt",/seed-recipes/images/falafel-med-pasta-och-graddsas.png,"falafel with pasta, cream sauce, broccoli and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
falafel-med-pasta-och-citronsas,Falafel med pasta och citronsås,"En tydlig vardagstallrik med falafel, pasta och citronsås.",4,30,easy,vegetariskt,"vardag, familj, vegetariskt",/seed-recipes/images/falafel-med-pasta-och-citronsas.png,"falafel with pasta, lemon yogurt sauce, peppers, red onion and salad, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
falafel-med-bulgur-och-kall-ortsas,Falafel med bulgur och kall örtsås,"En tydlig vardagstallrik med falafel, bulgur och kall örtsås.",4,30,easy,vegetariskt,"vardag, familj, vegetariskt",/seed-recipes/images/falafel-med-bulgur-och-kall-ortsas.png,"falafel with bulgur, cold herb sauce, peas and lemon, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
falafel-med-bulgur-och-vitlokssas,Falafel med bulgur och vitlökssås,"En tydlig vardagstallrik med falafel, bulgur och vitlökssås.",4,30,easy,vegetariskt,"vardag, familj, vegetariskt",/seed-recipes/images/falafel-med-bulgur-och-vitlokssas.png,"falafel with bulgur, garlic sauce, cabbage and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
falafel-med-bulgur-och-tomatsalsa,Falafel med bulgur och tomatsalsa,"En tydlig vardagstallrik med falafel, bulgur och tomatsalsa.",4,30,easy,vegetariskt,"vardag, familj, vegetariskt",/seed-recipes/images/falafel-med-bulgur-och-tomatsalsa.png,"falafel with bulgur, tomato salsa, cucumber, tomato and corn, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
falafel-med-bulgur-och-graddsas,Falafel med bulgur och gräddsås,"En tydlig vardagstallrik med falafel, bulgur och gräddsås.",4,30,easy,vegetariskt,"vardag, familj, vegetariskt",/seed-recipes/images/falafel-med-bulgur-och-graddsas.png,"falafel with bulgur, cream sauce, broccoli and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
falafel-med-bulgur-och-citronsas,Falafel med bulgur och citronsås,"En tydlig vardagstallrik med falafel, bulgur och citronsås.",4,30,easy,vegetariskt,"vardag, familj, vegetariskt",/seed-recipes/images/falafel-med-bulgur-och-citronsas.png,"falafel with bulgur, lemon yogurt sauce, peppers, red onion and salad, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
falafel-med-nudlar-och-kall-ortsas,Falafel med nudlar och kall örtsås,"En tydlig vardagstallrik med falafel, nudlar och kall örtsås.",4,30,easy,vegetariskt,"vardag, familj, vegetariskt",/seed-recipes/images/falafel-med-nudlar-och-kall-ortsas.png,"falafel with noodles, cold herb sauce, peas and lemon, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
